region_id_left,Zoning
8c2a8ac617437ff,15
8c2a8ac619489ff,3
8c2a8ad4bd72dff,2
8c2a8ac606a39ff,15
8c2a8ac6052b3ff,15
8c2a8ac667ad3ff,15
8c2a8ac628517ff,15
8c2a8ac614321ff,15
8c2a8ad4b096bff,0
8c2a8ac643aa9ff,0
8c2a8ac6386a7ff,15
8c2a8ac615935ff,15
8c2a8ac6142c1ff,15
8c2a8a8924c1dff,3
8c2a8ad4ad103ff,15
8c2a8ad592b01ff,15
8c2a8ac6c76cbff,3
8c2a8ac6582ebff,1
8c2a8ac602193ff,15
8c2a8ad5b281bff,15
8c2a8ad5b25e9ff,15
8c2a8ac63a351ff,15
8c2a8ac63d151ff,15
8c2a8a89368ebff,6
8c2a8ad4842bbff,2
8c2a8ac644855ff,15
8c2a8ac64d0abff,2
8c2a8ac616a13ff,15
8c2a8ac606023ff,2
8c2a8ac6c1197ff,15
8c2a8ac619765ff,3
8c2a8ad4b8b09ff,2
8c2a8ac649b69ff,15
8c2a8ad486f37ff,2
8c2a8a8962019ff,2
8c2a8ad4a0233ff,0
8c2a8ad4a7245ff,15
8c2a8ac66a4c7ff,15
8c2a8ac6105e9ff,15
8c2a8ac64232bff,0
8c2a8ac6170e9ff,15
8c2a8ad4a4229ff,15
8c2a8ac644447ff,2
8c2a8a8920527ff,10
8c2a8ad486837ff,1
8c2a8ac61b581ff,3
8c2a8ad4b66bdff,0
8c2a8ad4a6823ff,15
8c2a8ac65834dff,11
8c2a8ac609739ff,5
8c2a8ac609739ff,10
8c2a8ac64cc43ff,15
8c2a8ad4b7087ff,0
8c2a8ac64d939ff,15
8c2a8a8920b03ff,0
8c2a8a89218b9ff,10
8c2a8ac610ae5ff,15
8c2a8ac6294adff,15
8c2a8a89240c9ff,0
8c2a8ad4b74a3ff,0
8c2a8ac66808bff,15
8c2a8ac659987ff,1
8c2a8ac64bb4dff,2
8c2a8a896401bff,0
8c2a8a8966159ff,0
8c2a8a8923083ff,0
8c2a8a8923083ff,1
8c2a8ad4a932bff,15
8c2a8ac606a33ff,15
8c2a8ac661a4dff,15
8c2a8ad4e74ebff,15
8c2a8ad5b2687ff,15
8c2a8a8925545ff,0
8c2a8ad596c09ff,15
8c2a8ac6c11e3ff,15
8c2a8ac65a1adff,2
8c2a8ac65a1adff,0
8c2a8ac65b905ff,4
8c2a8ac6c1091ff,15
8c2a8ad4a8dabff,0
8c2a8ac6286a3ff,15
8c2a8a893405bff,6
8c2a8ad4b198bff,0
8c2a8ac64ad0dff,0
8c2a8ac6072e7ff,2
8c2a8ac66056dff,15
8c2a8ac63428dff,15
8c2a8ac653a81ff,11
8c2a8ac75b655ff,15
8c2a8ac655ae9ff,5
8c2a8ac63324dff,15
8c2a8ac643439ff,0
8c2a8a8937323ff,6
8c2a8ac66d717ff,15
8c2a8ac654f0dff,5
8c2a8ad4b6a37ff,0
8c2a8ac610d0dff,15
8c2a8ac628a8bff,15
8c2a8ac6532edff,0
8c2a8ac6181d3ff,3
8c2a8ac6210d5ff,15
8c2a8ac647367ff,2
8c2a8ac66c6bbff,15
8c2a8a8962d49ff,2
8c2a8ad4a22c1ff,0
8c2a8ac6050d3ff,15
8c2a8ac61ceedff,3
8c2a8a892493dff,3
8c2a8ac65331bff,0
8c2a8ac662d3bff,15
8c2a8ad4e296dff,15
8c2a8ac601657ff,5
8c2a8ac669563ff,15
8c2a8ac614825ff,15
8c2a8ac60c13bff,15
8c2a8ac6085e5ff,5
8c2a8ad4b4731ff,8
8c2a8ad4b4731ff,10
8c2a8ad484db7ff,2
8c2a8ac66cc95ff,15
8c2a8ac66cc95ff,9
8c2a8a8929a61ff,0
8c2a8ac65c311ff,1
8c2a8ac617745ff,15
8c2a8ac629527ff,15
8c2a8ad59754bff,15
8c2a8ac66153dff,15
8c2a8ac62b6abff,15
8c2a8ac62153bff,2
8c2a8a892ce21ff,10
8c2a8ac6074cdff,2
8c2a8ac60b895ff,5
8c2a8ad5920bbff,15
8c2a8a89240ddff,0
8c2a8ac6632c9ff,15
8c2a8ac612309ff,15
8c2a8ad4b4529ff,10
8c2a8ad4a6941ff,15
8c2a8ad4a6941ff,2
8c2a8ac668f5dff,15
8c2a8ac60ca4dff,15
8c2a8ac603813ff,15
8c2a8ac65cc1dff,5
8c2a8a896c933ff,0
8c2a8ad4b4c2bff,2
8c2a8ac6cd13dff,3
8c2a8ac647981ff,15
8c2a8ac63ad63ff,15
8c2a8ad4a540dff,15
8c2a8ad5da4bbff,15
8c2a8ac619261ff,5
8c2a8ad4b174dff,2
8c2a8ac64814bff,2
8c2a8ac64814bff,0
8c2a8ac609141ff,8
8c2a8ac66d515ff,15
8c2a8ac62982bff,15
8c2a8ac643ad5ff,0
8c2a8ad4e2a05ff,15
8c2a8ac61cedbff,3
8c2a8ac620265ff,15
8c2a8ac64aaa7ff,0
8c2a8ac64aaa7ff,2
8c2a8ac6c2145ff,10
8c2a8ad4b223dff,2
8c2a8ac63996bff,2
8c2a8a8935819ff,6
8c2a8ad59a96dff,15
8c2a8ac633353ff,15
8c2a8ac644291ff,2
8c2a8ac645745ff,15
8c2a8ac63d363ff,15
8c2a8ac6356b9ff,15
8c2a8ac618837ff,3
8c2a8ad4ac689ff,15
8c2a8ac643b4bff,0
8c2a8ad4e6d37ff,15
8c2a8ac607b67ff,15
8c2a8ac6034abff,15
8c2a8ac66ae0dff,15
8c2a8ac64a51dff,1
8c2a8ac62b74dff,15
8c2a8a8922dadff,2
8c2a8ad4b5639ff,0
8c2a8ad4b5639ff,1
8c2a8ac65866bff,11
8c2a8ac61689dff,15
8c2a8ac6576c9ff,5
8c2a8a8962727ff,2
8c2a8ad4a8f01ff,15
8c2a8ad4a8f01ff,0
8c2a8ac61222dff,15
8c2a8ac631515ff,2
8c2a8ac6210a1ff,15
8c2a8ad4a9627ff,15
8c2a8a8966559ff,0
8c2a8a89281c9ff,0
8c2a8ac65a669ff,0
8c2a8ac611a95ff,3
8c2a8ac661161ff,15
8c2a8a892da2dff,1
8c2a8ac65159bff,14
8c2a8a8937337ff,6
8c2a8ad5b2b47ff,15
8c2a8ac653307ff,0
8c2a8ac61b767ff,3
8c2a8ac6c9503ff,7
8c2a8ac6c9503ff,10
8c2a8ad592035ff,15
8c2a8ad4a6565ff,15
8c2a8ad484609ff,0
8c2a8ac6686abff,15
8c2a8ac6145d9ff,15
8c2a8a8928c5dff,2
8c2a8a8928c5dff,0
8c2a8ac6c7763ff,7
8c2a8ad5b31e3ff,15
8c2a8ad4a2c43ff,2
8c2a8ad4a2c43ff,0
8c2a8ac661925ff,9
8c2a8ac6555b3ff,5
8c2a8ad4b4407ff,1
8c2a8ad4b4407ff,10
8c2a8ac62d205ff,15
8c2a8ac621105ff,15
8c2a8a89240bdff,0
8c2a8ac6636e9ff,15
8c2a8ad592f47ff,15
8c2a8ac64d41dff,15
8c2a8ac622647ff,15
8c2a8ad4ac8d7ff,15
8c2a8ad4bcc17ff,0
8c2a8a8923063ff,8
8c2a8ac666c6dff,15
8c2a8a8934927ff,6
8c2a8a8934927ff,7
8c2a8ac65686bff,5
8c2a8ad4a2519ff,9
8c2a8a8964f65ff,0
8c2a8ad4a2105ff,0
8c2a8ad4ac8a1ff,15
8c2a8ac75b637ff,15
8c2a8ac65cd37ff,5
8c2a8ac660b17ff,15
8c2a8ac60a159ff,5
8c2a8ac6091edff,8
8c2a8ac6455cbff,2
8c2a8ac60d903ff,15
8c2a8a8925a91ff,0
8c2a8a8925a91ff,3
8c2a8ad5b28ebff,15
8c2a8a8929095ff,0
8c2a8ac666e2bff,15
8c2a8a8962e0bff,2
8c2a8ad4a0497ff,0
8c2a8ac602c9dff,15
8c2a8ac6c99a5ff,3
8c2a8ac6c90bdff,10
8c2a8ac66b001ff,15
8c2a8ac609a0bff,8
8c2a8ac609695ff,5
8c2a8ac628aebff,15
8c2a8ac65ae0bff,0
8c2a8ac66c815ff,15
8c2a8ac6578e7ff,5
8c2a8ac653759ff,0
8c2a8ad4e6a8bff,15
8c2a8ac6ca6d3ff,6
8c2a8ac6416a5ff,11
8c2a8ac6416a5ff,2
8c2a8ad4bcea1ff,0
8c2a8ac6620e3ff,15
8c2a8ac601821ff,2
8c2a8ac6381b5ff,15
8c2a8ad4a58dbff,15
8c2a8ac63d0a1ff,15
8c2a8ad4aa737ff,2
8c2a8ad4aa737ff,1
8c2a8ad4e6657ff,15
8c2a8ac662ce9ff,15
8c2a8ac663603ff,15
8c2a8ac631941ff,15
8c2a8ad4b4ecdff,10
8c2a8ac667215ff,15
8c2a8a8965199ff,0
8c2a8ac60d235ff,15
8c2a8ac608151ff,8
8c2a8ad593b05ff,15
8c2a8ac6456c9ff,2
8c2a8ac648255ff,2
8c2a8ad4a6733ff,15
8c2a8ad59a92dff,15
8c2a8ac661b5dff,15
8c2a8ad4b5247ff,2
8c2a8ad4a949dff,2
8c2a8ac614d05ff,15
8c2a8ac65ca93ff,4
8c2a8ac65baabff,0
8c2a8ac62d705ff,15
8c2a8ad597689ff,15
8c2a8ac63d817ff,15
8c2a8ac66a507ff,15
8c2a8ac64ad39ff,0
8c2a8ad4b764bff,0
8c2a8ac64d443ff,15
8c2a8ac645095ff,15
8c2a8ad4a9481ff,2
8c2a8ac640d27ff,2
8c2a8ad5b249bff,15
8c2a8a8926b33ff,3
8c2a8ac651459ff,4
8c2a8ad4b0563ff,2
8c2a8ac65a685ff,0
8c2a8ad4bd1edff,2
8c2a8ac61c22bff,5
8c2a8ac659819ff,11
8c2a8ac63d1e3ff,15
8c2a8ad5920b7ff,15
8c2a8ac60591bff,15
8c2a8ac66aa87ff,15
8c2a8ac60b655ff,5
8c2a8a89340cbff,6
8c2a8ad4a6303ff,15
8c2a8ac62acc1ff,15
8c2a8ac65399dff,5
8c2a8ac623285ff,15
8c2a8ac635a41ff,15
8c2a8ac6318cdff,2
8c2a8ac6318cdff,15
8c2a8ac6310edff,2
8c2a8ac6310edff,15
8c2a8ac653615ff,0
8c2a8a892502dff,0
8c2a8ac658b41ff,1
8c2a8ac6c1a3dff,15
8c2a8ac651103ff,4
8c2a8ac64b489ff,8
8c2a8ac64b489ff,10
8c2a8ac61d831ff,5
8c2a8ac6525c5ff,0
8c2a8ac65c9b9ff,5
8c2a8ac6406d7ff,0
8c2a8ac647a21ff,2
8c2a8ac6588d7ff,14
8c2a8ad4a2a39ff,0
8c2a8ac63ab39ff,15
8c2a8a89350dbff,15
8c2a8ac640a81ff,2
8c2a8ad4b345bff,8
8c2a8ac6065a9ff,2
8c2a8ad4a2a37ff,0
8c2a8a892335bff,8
8c2a8a896415dff,0
8c2a8a89669edff,0
8c2a8ac655887ff,5
8c2a8ac60d5a3ff,15
8c2a8ad592765ff,15
8c2a8ac639263ff,2
8c2a8ad4a6109ff,15
8c2a8ad59b585ff,15
8c2a8ac656a01ff,5
8c2a8ac62ce5bff,15
8c2a8ad487999ff,1
8c2a8ac63b5bdff,15
8c2a8ad4bc14bff,2
8c2a8ac646d13ff,15
8c2a8ac662f61ff,15
8c2a8ac654487ff,5
8c2a8ac600609ff,15
8c2a8ac65d1b1ff,1
8c2a8ac618f1dff,3
8c2a8ac61455bff,15
8c2a8ac645021ff,15
8c2a8ad4a94e7ff,2
8c2a8a8921267ff,0
8c2a8a8924d69ff,3
8c2a8a893422dff,6
8c2a8ad4b102dff,2
8c2a8ac629917ff,15
8c2a8ac65463dff,5
8c2a8ac63d68dff,2
8c2a8ac652f55ff,0
8c2a8ac64a25dff,3
8c2a8ac66c497ff,15
8c2a8ac652337ff,11
8c2a8ac644eb5ff,15
8c2a8ad4a06d9ff,0
8c2a8ac61aacdff,3
8c2a8ac60b2c7ff,5
8c2a8ad4a7187ff,15
8c2a8ad4b2cebff,1
8c2a8a892cb0bff,0
8c2a8ad5932b5ff,15
8c2a8ac60a283ff,5
8c2a8ac64ccdbff,15
8c2a8a89301a5ff,15
8c2a8ac652d1bff,3
8c2a8ad4b66b7ff,0
8c2a8ac60c9cdff,15
8c2a8ac653083ff,0
8c2a8ad4b4565ff,10
8c2a8ac65add5ff,0
8c2a8ad4a224bff,0
8c2a8a892852bff,0
8c2a8ad59a1b5ff,15
8c2a8ad59b4e7ff,15
8c2a8ad59b4e7ff,2
8c2a8ac6c7667ff,3
8c2a8ad4bc0a1ff,2
8c2a8ac610ce5ff,15
8c2a8ac61422dff,15
8c2a8ad4ab135ff,2
8c2a8ac65bb4dff,2
8c2a8ac65bb4dff,11
8c2a8ac62cc51ff,15
8c2a8ac65665dff,5
8c2a8ac6c84cdff,6
8c2a8ac63ca3dff,15
8c2a8ad4e29d3ff,15
8c2a8ad4a173dff,0
8c2a8ad4a6059ff,15
8c2a8ac658cd5ff,1
8c2a8ac6185c9ff,3
8c2a8ac664519ff,15
8c2a8ad48736dff,0
8c2a8ad4b456dff,10
8c2a8ac668ae9ff,15
8c2a8ad590cd9ff,15
8c2a8ac648c27ff,2
8c2a8ac61744bff,15
8c2a8a8927917ff,3
8c2a8ac65493dff,5
8c2a8ac668319ff,15
8c2a8ac64c505ff,15
8c2a8ac630093ff,2
8c2a8ad4a5481ff,15
8c2a8ad4b348bff,0
8c2a8ac6cd127ff,3
8c2a8ad593a65ff,15
8c2a8a89244e9ff,0
8c2a8a89244e9ff,3
8c2a8ad4b449bff,0
8c2a8a8934757ff,6
8c2a8ad4bc04bff,2
8c2a8ac638de7ff,15
8c2a8ac6095cbff,5
8c2a8a892581dff,0
8c2a8ac6dd323ff,7
8c2a8ac62bb4bff,15
8c2a8ad4a9a29ff,15
8c2a8a8920563ff,10
8c2a8ac63c327ff,15
8c2a8ac652857ff,5
8c2a8ac630045ff,2
8c2a8ac607011ff,2
8c2a8ad4ac897ff,15
8c2a8ac62b701ff,15
8c2a8ac609245ff,10
8c2a8ac631329ff,2
8c2a8ac61d595ff,3
8c2a8ac61d595ff,5
8c2a8ac64533bff,15
8c2a8ac6631a7ff,15
8c2a8ac6481bdff,0
8c2a8ac600859ff,11
8c2a8ac600859ff,2
8c2a8a8934d37ff,6
8c2a8ac63b6d9ff,15
8c2a8ac608ca3ff,5
8c2a8ac6cce35ff,15
8c2a8ad4b6801ff,0
8c2a8ac603015ff,15
8c2a8a89285adff,0
8c2a8ac64d2a7ff,2
8c2a8ac650543ff,14
8c2a8ac6634cdff,15
8c2a8a8924e3bff,3
8c2a8ad4a50d5ff,15
8c2a8ad4aae89ff,0
8c2a8ad4808d9ff,0
8c2a8ad4b99a5ff,2
8c2a8ac64d267ff,15
8c2a8ac6cb757ff,6
8c2a8ad4a51d1ff,15
8c2a8a89346d7ff,6
8c2a8ad59b6c9ff,2
8c2a8ad4aa80dff,0
8c2a8ac662b39ff,15
8c2a8ad4bcf49ff,2
8c2a8a8920731ff,10
8c2a8a8920731ff,11
8c2a8ac62b433ff,15
8c2a8ac668763ff,15
8c2a8ac656ab9ff,5
8c2a8ac65360bff,0
8c2a8ac60b6b1ff,5
8c2a8ac63464dff,15
8c2a8ac6432d1ff,0
8c2a8ac665951ff,15
8c2a8ac6c1123ff,15
8c2a8ac6498dbff,0
8c2a8ac6062a3ff,2
8c2a8ac610c17ff,15
8c2a8ac60da25ff,15
8c2a8ac641137ff,15
8c2a8ac638357ff,2
8c2a8ac618b4bff,3
8c2a8ad596f4bff,15
8c2a8ad480853ff,0
8c2a8ac665615ff,9
8c2a8ac66ad49ff,15
8c2a8ac64b0c5ff,8
8c2a8ac61a443ff,3
8c2a8ad4e65cbff,15
8c2a8a892012dff,10
8c2a8ac6cd233ff,3
8c2a8ac615a25ff,15
8c2a8ac6cc6a5ff,15
8c2a8ac65b755ff,0
8c2a8ac66c061ff,15
8c2a8ac63570bff,15
8c2a8ac64b5d1ff,1
8c2a8a8925621ff,0
8c2a8a8923343ff,8
8c2a8ac66c6d7ff,15
8c2a8ac60d597ff,15
8c2a8ad4a6581ff,15
8c2a8ad4e2cabff,15
8c2a8ac60b6adff,5
8c2a8a8924863ff,3
8c2a8ac642043ff,0
8c2a8ad486b61ff,1
8c2a8ac65b041ff,0
8c2a8ad4b3287ff,8
8c2a8ac60ace7ff,5
8c2a8ac66824dff,15
8c2a8ac65a74bff,1
8c2a8ac65a74bff,0
8c2a8ac666a83ff,15
8c2a8ac618a01ff,3
8c2a8ad4b5747ff,10
8c2a8a89629b5ff,2
8c2a8a89629b5ff,0
8c2a8ad5b26d7ff,15
8c2a8ac6dda53ff,7
8c2a8ac66b441ff,15
8c2a8ad593197ff,15
8c2a8ad5bb58dff,15
8c2a8ac669a81ff,15
8c2a8ac6159a5ff,15
8c2a8ac644087ff,2
8c2a8ad4a696bff,15
8c2a8ac623603ff,15
8c2a8ad4b7589ff,0
8c2a8ac61a6e7ff,3
8c2a8ac610a33ff,15
8c2a8ac618b27ff,3
8c2a8ac6cced1ff,15
8c2a8ac618e37ff,3
8c2a8ac661485ff,15
8c2a8ac649041ff,0
8c2a8ad59a067ff,2
8c2a8ac75b629ff,15
8c2a8a89206d7ff,8
8c2a8ad4b6181ff,0
8c2a8ac65c111ff,4
8c2a8ac661805ff,15
8c2a8ac648201ff,2
8c2a8ad4a5631ff,15
8c2a8ad4aceddff,15
8c2a8ac6c913dff,7
8c2a8ad4a359bff,2
8c2a8ac60b0dbff,5
8c2a8ad485a0bff,15
8c2a8ad59b5c9ff,15
8c2a8ad59b5c9ff,2
8c2a8ac61303dff,15
8c2a8ad486d0dff,2
8c2a8ad4e65edff,15
8c2a8ac650c11ff,5
8c2a8ac64aa1dff,8
8c2a8ac60c451ff,15
8c2a8ac645165ff,15
8c2a8ad5b3959ff,15
8c2a8ad4b2909ff,0
8c2a8ad4b20ebff,0
8c2a8ad4b20ebff,1
8c2a8ac638047ff,15
8c2a8ad4a225bff,0
8c2a8ad4e28d9ff,15
8c2a8ac60423dff,15
8c2a8a8924925ff,3
8c2a8ad4a4d97ff,2
8c2a8ac610c35ff,15
8c2a8ac60bab1ff,5
8c2a8ac6399e7ff,2
8c2a8ad4bcd0dff,10
8c2a8ad4e7587ff,15
8c2a8ad59a20bff,2
8c2a8a892b925ff,11
8c2a8ac609851ff,8
8c2a8ac648ca9ff,2
8c2a8ac62030dff,15
8c2a8ac66a66bff,15
8c2a8ad4b9835ff,2
8c2a8ac62a1edff,15
8c2a8ac64af11ff,0
8c2a8a892add1ff,1
8c2a8ac600457ff,15
8c2a8ac64a2b3ff,1
8c2a8ac66c717ff,15
8c2a8ac60c95bff,15
8c2a8a8929911ff,0
8c2a8ac64c88dff,15
8c2a8ad4b36c3ff,8
8c2a8ad4bd22bff,2
8c2a8ac6630dbff,15
8c2a8a893706dff,6
8c2a8ac604a83ff,15
8c2a8ac6c325dff,10
8c2a8ad4b2661ff,0
8c2a8ac6319e3ff,15
8c2a8a892c487ff,10
8c2a8ac6c92a3ff,7
8c2a8ac6c92a3ff,10
8c2a8ac644a9dff,15
8c2a8ac66c113ff,15
8c2a8ac65ac85ff,0
8c2a8a89069e7ff,1
8c2a8ac6c8e5bff,7
8c2a8a8930f4dff,15
8c2a8ac64924dff,0
8c2a8ac63889bff,15
8c2a8ac64b1e9ff,8
8c2a8a8923943ff,13
8c2a8ad5b3411ff,15
8c2a8ac643a4dff,0
8c2a8a89360adff,6
8c2a8ac6186a5ff,3
8c2a8ad4b8815ff,2
8c2a8ac666621ff,15
8c2a8ad592ebdff,15
8c2a8ac64c765ff,2
8c2a8ac65b0bbff,0
8c2a8ac6206bdff,2
8c2a8ac660023ff,15
8c2a8a89658c1ff,0
8c2a8ac6282c5ff,15
8c2a8ac61b003ff,3
8c2a8ad4b32ebff,8
8c2a8ad59a501ff,15
8c2a8ad4b5aa1ff,2
8c2a8ad4a6ea9ff,15
8c2a8ad4a1883ff,15
8c2a8ac60b447ff,5
8c2a8ac668c3dff,15
8c2a8ac602037ff,15
8c2a8ad59205bff,15
8c2a8ac62320dff,2
8c2a8ad4a7999ff,15
8c2a8ac6632b3ff,15
8c2a8ac600a0bff,2
8c2a8ac61c111ff,5
8c2a8ac6dda67ff,7
8c2a8a8921553ff,11
8c2a8a8921553ff,1
8c2a8ad4a291dff,0
8c2a8ac631143ff,2
8c2a8ac65818dff,14
8c2a8ac64a0e1ff,0
8c2a8ac64a0e1ff,1
8c2a8ac617927ff,15
8c2a8ac6294a9ff,15
8c2a8ad4e6765ff,15
8c2a8ac61b06dff,3
8c2a8ac660c2bff,15
8c2a8ad4a2dcbff,2
8c2a8a8962f23ff,2
8c2a8ac6cb167ff,6
8c2a8a8920857ff,0
8c2a8ac6290cdff,15
8c2a8ad4bd0c7ff,2
8c2a8ac640aabff,2
8c2a8a893db61ff,1
8c2a8ac646dc3ff,15
8c2a8ac60968bff,5
8c2a8ac60084dff,2
8c2a8ad59b131ff,15
8c2a8ad59b131ff,2
8c2a8ac631739ff,15
8c2a8ad4b2595ff,11
8c2a8ad4ab129ff,2
8c2a8ac63c4c1ff,2
8c2a8ac614727ff,15
8c2a8ac62b629ff,15
8c2a8ac61b1d3ff,3
8c2a8a8926d8dff,3
8c2a8ac64b015ff,8
8c2a8ad4ad1edff,15
8c2a8ad484adbff,2
8c2a8ac645457ff,2
8c2a8ac6cb4b9ff,6
8c2a8ad4e6219ff,15
8c2a8a8920da3ff,3
8c2a8ac6ca4bdff,7
8c2a8a892b951ff,11
8c2a8ac64b517ff,1
8c2a8ac64b517ff,3
8c2a8ad4a60bdff,15
8c2a8ad4a8683ff,2
8c2a8ac603b0bff,15
8c2a8ac62a84dff,2
8c2a8ac62a84dff,15
8c2a8ad4b99c5ff,2
8c2a8ac615355ff,15
8c2a8ac654601ff,5
8c2a8ac6468a7ff,15
8c2a8ac610c61ff,15
8c2a8ac6015b5ff,12
8c2a8ac628209ff,15
8c2a8ad480aa3ff,0
8c2a8ad4b0a91ff,0
8c2a8ac6c9769ff,10
8c2a8ac666559ff,15
8c2a8ad4ac915ff,15
8c2a8a8929b3bff,0
8c2a8ac61825bff,3
8c2a8a8966d35ff,0
8c2a8ad4ac519ff,15
8c2a8ac66b8b3ff,2
8c2a8ac75b02bff,15
8c2a8ad59a065ff,2
8c2a8ad4a288bff,0
8c2a8a8924921ff,3
8c2a8ac613acdff,15
8c2a8ac6c3649ff,7
8c2a8ac60ceedff,15
8c2a8ac63a655ff,15
8c2a8ac6ca8a5ff,7
8c2a8ac6ca8a5ff,2
8c2a8ac6c0163ff,15
8c2a8ac61cebbff,3
8c2a8ac64ae53ff,0
8c2a8ac64ae53ff,1
8c2a8ac664f29ff,15
8c2a8ad5b2183ff,15
8c2a8ac659ac3ff,11
8c2a8ad4a2313ff,0
8c2a8a892a919ff,8
8c2a8ac66ade5ff,15
8c2a8a89282a5ff,0
8c2a8ac638cadff,15
8c2a8ac666ea3ff,15
8c2a8ac611499ff,3
8c2a8ac64b0bdff,3
8c2a8ac64b0bdff,8
8c2a8ac651069ff,4
8c2a8ad484631ff,0
8c2a8ad48786dff,0
8c2a8ac650e93ff,14
8c2a8ac650f15ff,5
8c2a8ac668959ff,15
8c2a8ac61a4e5ff,3
8c2a8ac643405ff,0
8c2a8ac6cb32dff,6
8c2a8ad4a7a61ff,15
8c2a8ac6cc84bff,15
8c2a8ac61b755ff,3
8c2a8ad4acd65ff,15
8c2a8ac64581bff,15
8c2a8ac62d763ff,15
8c2a8ad480851ff,0
8c2a8a8936f41ff,6
8c2a8ac60758dff,2
8c2a8ad4a6741ff,15
8c2a8a8928b41ff,0
8c2a8a89269d1ff,3
8c2a8ac61d035ff,5
8c2a8ad4a689bff,2
8c2a8ac631b43ff,15
8c2a8ac656805ff,5
8c2a8ac662d19ff,15
8c2a8a8926cedff,3
8c2a8a8926105ff,3
8c2a8ad59ac65ff,15
8c2a8a892add7ff,1
8c2a8a89269b9ff,3
8c2a8ac65559dff,5
8c2a8ac6218a9ff,15
8c2a8a8922de1ff,2
8c2a8ac603a13ff,15
8c2a8ac61daabff,5
8c2a8ac663541ff,15
8c2a8a8937919ff,6
8c2a8ac657325ff,5
8c2a8a8966c83ff,0
8c2a8ac60a561ff,5
8c2a8ac648401ff,2
8c2a8ac660301ff,15
8c2a8ac65b243ff,0
8c2a8ac600813ff,11
8c2a8ac648f4dff,0
8c2a8ac6419c7ff,15
8c2a8ac640483ff,0
8c2a8ac628939ff,15
8c2a8ad59260dff,15
8c2a8ac60654dff,2
8c2a8ac614b21ff,15
8c2a8ac660c95ff,15
8c2a8a89264b1ff,7
8c2a8ad4b4691ff,0
8c2a8ac6c030dff,15
8c2a8a89668abff,0
8c2a8ad4ab511ff,2
8c2a8ac6c01cbff,15
8c2a8ac63b433ff,15
8c2a8ad4a6883ff,15
8c2a8ac655957ff,5
8c2a8ac6598e9ff,11
8c2a8ac62049bff,15
8c2a8ad5b294dff,15
8c2a8ac600967ff,15
8c2a8ad4b996bff,2
8c2a8ac652f23ff,3
8c2a8ac60a139ff,5
8c2a8ad5b2581ff,15
8c2a8ad4aae0dff,0
8c2a8ac62aa11ff,15
8c2a8ac62111bff,15
8c2a8ad4a78c7ff,15
8c2a8ac6489c5ff,16
8c2a8ac661221ff,15
8c2a8ad4b5003ff,3
8c2a8ad4b3a17ff,0
8c2a8ad4b6513ff,0
8c2a8ac652489ff,0
8c2a8a89662c5ff,0
8c2a8ad5b31a1ff,15
8c2a8a8921195ff,10
8c2a8ac623627ff,15
8c2a8ad4aa4c3ff,2
8c2a8ad4aa4c3ff,1
8c2a8ad4b6e1bff,0
8c2a8a892463bff,0
8c2a8ad4b49a3ff,8
8c2a8ac6524a5ff,0
8c2a8ad4a45e7ff,15
8c2a8a8936d07ff,7
8c2a8a8930923ff,15
8c2a8ad4a90edff,15
8c2a8ad4e2dc3ff,15
8c2a8ac604ca7ff,15
8c2a8ac64af49ff,0
8c2a8ac61c689ff,3
8c2a8ac65a73dff,1
8c2a8ac669511ff,15
8c2a8ad4a3959ff,0
8c2a8ac6522bdff,0
8c2a8ac65c60bff,1
8c2a8a8966317ff,0
8c2a8ad4b4705ff,10
8c2a8ac6032b3ff,5
8c2a8ad4a4e2dff,15
8c2a8ad5b21d1ff,15
8c2a8ac617983ff,15
8c2a8ac65646bff,5
8c2a8ac63164bff,15
8c2a8ad4ac847ff,15
8c2a8ad4b39bdff,0
8c2a8ac647a3dff,2
8c2a8ac648361ff,0
8c2a8ac653a3bff,11
8c2a8ad485911ff,15
8c2a8ad4a4237ff,15
8c2a8ac662f5bff,15
8c2a8ad4b5691ff,0
8c2a8a892d987ff,0
8c2a8ad4a855bff,15
8c2a8ac61c833ff,15
8c2a8ac602e2bff,15
8c2a8ac6486a3ff,2
8c2a8ad4aa633ff,1
8c2a8ac610357ff,3
8c2a8ac650f17ff,5
8c2a8ac623543ff,15
8c2a8ac668139ff,15
8c2a8a892d007ff,0
8c2a8ac618c37ff,3
8c2a8ac659641ff,1
8c2a8ad59ae69ff,15
8c2a8ad59ae69ff,2
8c2a8a8921335ff,10
8c2a8a8921335ff,0
8c2a8ac60685bff,15
8c2a8ac6c095dff,15
8c2a8ad4a4509ff,15
8c2a8ac63ad4bff,15
8c2a8ac65318bff,0
8c2a8ac64895bff,16
8c2a8ac65d5ddff,1
8c2a8ac620043ff,15
8c2a8ac663743ff,15
8c2a8a8962a1bff,0
8c2a8a893651bff,15
8c2a8ac66571bff,9
8c2a8ad4ada29ff,15
8c2a8a8926cb1ff,3
8c2a8ac65a109ff,0
8c2a8ad4a2dddff,2
8c2a8ad4b5825ff,2
8c2a8ac656261ff,5
8c2a8a8936535ff,6
8c2a8ac61bae5ff,3
8c2a8ac660265ff,15
8c2a8ac61544dff,15
8c2a8ac60656bff,2
8c2a8ad59b561ff,2
8c2a8ac61d357ff,5
8c2a8ad4e6f63ff,15
8c2a8a89355bbff,6
8c2a8ac6284e9ff,15
8c2a8ac60ce01ff,15
